,project_id,state,bead_support,estimated_miles_aerial_fiber,estimated_miles_buried_fiber,estimated_jobs,project_type,priority_broadband_project,funded_locations,funded_cai,dominant_technology,avg_download_speed,avg_upload_speed,state_num_providers
224,CM61-BEAD-AR-130-5163,AR,2029297.06,0.0,67.0,1.0,L,True,790,0,50.0,1000.0,1000.0,17
225,CM61-BEAD-AR-130-5165,AR,126382.21,0.0,8.0,1.0,L,True,15,4,50.0,1000.0,1000.0,17
226,CM61-BEAD-AR-130-5166,AR,3198046.17,7.0,65.0,3.0,L,True,419,9,50.0,1000.0,1000.0,17
227,CM61-BEAD-AR-130-5167,AR,9365640.06,31.0,300.0,5.0,L,True,1381,11,50.0,1000.0,1000.0,17
228,CM61-BEAD-AR-130-5170,AR,4010652.69,12.0,110.0,3.0,L,True,434,3,50.0,1000.0,1000.0,17
229,CM61-BEAD-AR-130-5172,AR,7932209.48,57.0,200.0,5.0,L,True,823,12,50.0,1000.0,1000.0,17
230,CM61-BEAD-AR-130-5175,AR,2313830.54,6.0,53.0,3.0,L,True,398,1,50.0,1000.0,1000.0,17
231,CM61-BEAD-AR-130-5179,AR,6186783.58,13.0,138.0,4.0,L,True,1410,12,50.0,1000.0,1000.0,17
232,CM61-BEAD-AR-130-5183,AR,24038337.2,83.0,732.0,15.0,L,True,2189,46,50.0,1000.0,1000.0,17
233,CM61-BEAD-AR-190-5069,AR,2055339.85,81.0,7.0,5.0,L,True,569,5,50.0,2000.0,2000.0,17
234,CM61-BEAD-AR-190-5070,AR,821542.99,55.0,60.0,10.0,L,True,781,13,50.0,2000.0,2000.0,17
235,CM61-BEAD-AR-190-5072,AR,5388703.58,281.0,37.0,35.0,L,True,3354,8,50.0,2000.0,2000.0,17
236,CM61-BEAD-AR-190-5074,AR,2807678.76,105.0,13.0,10.0,L,True,1321,39,50.0,2000.0,2000.0,17
237,CM61-BEAD-AR-190-5075,AR,4675806.71,209.0,16.0,20.0,L,True,2579,22,50.0,2000.0,2000.0,17
238,CM61-BEAD-AR-190-5076,AR,2842909.5,158.0,19.0,15.0,L,True,1413,6,50.0,2000.0,2000.0,17
239,CM61-BEAD-AR-190-5077,AR,770141.64,39.0,5.0,3.0,L,True,191,1,50.0,2000.0,2000.0,17
240,CM61-BEAD-AR-190-5081,AR,2360206.81,249.0,11.0,16.0,L,True,1605,25,50.0,2000.0,2000.0,17
241,CM61-BEAD-AR-190-5082,AR,243360.0,10.0,1.0,2.0,L,True,84,2,50.0,2000.0,2000.0,17
242,CM61-BEAD-AR-190-5083,AR,1730118.1,59.0,7.0,8.0,L,True,762,15,50.0,2000.0,2000.0,17
243,CM61-BEAD-AR-190-5085,AR,0.0,18.0,1.0,3.0,L,True,175,21,50.0,2000.0,2000.0,17
244,CM61-BEAD-AR-190-5086,AR,775526.56,46.0,0.0,5.0,L,True,430,22,50.0,2000.0,2000.0,17
245,CM61-BEAD-AR-190-5087,AR,1808442.81,94.0,8.0,5.0,L,True,534,15,50.0,2000.0,2000.0,17
246,CM61-BEAD-AR-150-5662,AR,965963.76,59.0,20.0,3.0,L,True,85,5,50.0,1000.0,1000.0,17
247,CM61-BEAD-AR-1-5094,AR,1848388.76,20.0,430.0,17.0,L,True,4965,9,50.0,2000.0,2000.0,17
248,CM61-BEAD-AR-1-5095,AR,2693751.75,0.0,132.0,5.0,L,True,681,28,50.0,2000.0,2000.0,17
249,CM61-BEAD-AR-1-5305,AR,4455320.58,15.0,186.0,7.0,L,True,2332,18,50.0,2000.0,2000.0,17
250,CM61-BEAD-AR-1-5306,AR,436965.52,0.0,17.0,1.0,L,True,50,9,50.0,2000.0,2000.0,17
251,CM61-BEAD-AR-1-5307,AR,1146805.56,0.0,72.0,3.0,L,True,272,4,50.0,2000.0,2000.0,17
252,CM61-BEAD-AR-1-5309,AR,297826.86,0.0,106.0,4.0,L,True,484,5,50.0,2000.0,2000.0,17
253,CM61-BEAD-AR-1-5319,AR,798720.0,0.0,22.0,1.0,L,True,121,2,50.0,2000.0,2000.0,17
254,CM61-BEAD-AR-1-5328,AR,547722.93,0.0,50.0,2.0,L,True,144,0,50.0,2000.0,2000.0,17
255,CM61-BEAD-AR-1-5329,AR,0.0,0.0,8.0,0.0,L,True,21,0,50.0,2000.0,2000.0,17
256,CM61-BEAD-AR-1-5330,AR,0.0,0.0,14.0,1.0,L,True,65,4,50.0,2000.0,2000.0,17
257,CM61-BEAD-AR-1-5331,AR,0.0,0.0,2.0,0.0,L,True,9,0,50.0,2000.0,2000.0,17
258,CM61-BEAD-AR-1-5332,AR,10000.0,0.0,1.0,0.0,L,True,1,0,50.0,2000.0,2000.0,17
259,CM61-BEAD-AR-1-5333,AR,24895.83,0.0,2.0,0.0,L,True,11,8,50.0,2000.0,2000.0,17
260,CM61-BEAD-AR-1-5334,AR,569850.75,0.0,29.0,1.0,L,True,55,1,50.0,2000.0,2000.0,17
261,CM61-BEAD-AR-1-5335,AR,1848275.42,5.0,102.0,4.0,L,True,581,5,50.0,2000.0,2000.0,17
262,CM61-BEAD-AR-10-5136,AR,162777.6,0.0,5.0,0.0,L,True,64,4,50.0,1000.0,1000.0,17
263,CM61-BEAD-AR-10-5137,AR,206108.16,0.0,3.0,0.0,L,True,74,2,50.0,1000.0,1000.0,17
264,CM61-BEAD-AR-10-5138,AR,0.0,0.0,0.0,0.0,L,True,2,1,50.0,1000.0,1000.0,17
265,CM61-BEAD-AR-194-5905,AR,2193878.08,27.0,40.0,5.0,L,True,549,5,50.0,2000.0,2000.0,17
266,CM61-BEAD-AR-194-5906,AR,2375639.9,41.0,62.0,5.0,L,True,949,5,50.0,2000.0,2000.0,17
267,CM61-BEAD-AR-194-5908,AR,17324913.4,130.0,195.0,5.0,L,True,1725,13,50.0,2000.0,2000.0,17
268,CM61-BEAD-AR-132-5342,AR,2080549.6,24.0,8.0,2.0,L,True,250,3,50.0,1000.0,1000.0,17
269,CM61-BEAD-AR-132-5559,AR,825047.9,17.0,6.0,2.0,L,True,187,1,50.0,1000.0,1000.0,17
270,CM61-BEAD-AR-158-5132,AR,1342472.75,0.0,25.0,1.0,L,True,275,3,50.0,2000.0,2000.0,17
271,CM61-BEAD-AR-87-5056,AR,11221786.12,286.0,32.0,5.0,L,True,2496,10,40.0,1000.0,1000.0,17
272,CM61-BEAD-AR-87-5101,AR,82440.0,12.0,3.0,0.0,L,True,21,2,50.0,1000.0,1000.0,17
273,CM61-BEAD-AR-87-5114,AR,7438311.65,189.0,21.0,3.0,L,True,1975,7,50.0,1000.0,1000.0,17
274,CM61-BEAD-AR-87-5119,AR,4748520.0,113.0,13.0,3.0,L,True,1066,0,50.0,1000.0,1000.0,17
275,CM61-BEAD-AR-87-5120,AR,13718788.36,185.0,21.0,6.0,L,True,2227,3,50.0,1000.0,1000.0,17
276,CM61-BEAD-AR-87-5121,AR,22927408.84,405.0,45.0,10.0,L,True,2780,3,50.0,1000.0,1000.0,17
277,CM61-BEAD-AR-87-5122,AR,6218750.95,68.0,8.0,5.0,L,True,705,3,50.0,1000.0,1000.0,17
278,CM61-BEAD-AR-87-5127,AR,9037528.77,308.0,35.0,8.0,L,True,1605,19,50.0,1000.0,1000.0,17
279,CM61-BEAD-AR-87-5129,AR,9596561.28,270.0,30.0,8.0,L,True,1724,25,50.0,1000.0,1000.0,17
280,CM61-BEAD-AR-87-5130,AR,3465626.5,112.0,13.0,6.0,L,True,1468,3,50.0,1000.0,1000.0,17
281,CM61-BEAD-AR-151-5073,AR,12762544.58,287.0,8.0,300.0,L,True,1436,10,50.0,2500.0,2500.0,17
282,CM61-BEAD-AR-28-5268,AR,2125562.5,3.0,9.0,4.0,L,True,322,0,50.0,2500.0,2500.0,17
283,CM61-BEAD-AR-156-5107,AR,198990.05,2.0,0.0,5.0,L,True,18,1,50.0,1000.0,1000.0,17
284,CM61-BEAD-AR-156-5109,AR,1882972.31,12.0,2.0,6.0,L,True,224,3,50.0,1000.0,1000.0,17
285,CM61-BEAD-AR-156-5110,AR,748496.29,12.0,0.0,5.0,L,True,84,2,50.0,1000.0,1000.0,17
286,CM61-BEAD-AR-156-5112,AR,15765129.0,148.0,128.0,40.0,L,True,1371,0,50.0,1000.0,1000.0,17
287,CM61-BEAD-AR-174-5124,AR,284445.0,0.0,0.0,2.0,L,False,298,11,71.0,1000.0,500.0,17
288,CM61-BEAD-AR-174-5192,AR,820534.22,0.0,0.0,2.0,L,False,831,22,71.0,1000.0,500.0,17
289,CM61-BEAD-AR-174-5194,AR,6300.0,0.0,0.0,2.0,L,False,7,7,71.0,1000.0,500.0,17
290,CM61-BEAD-AR-174-5200,AR,346410.0,0.0,0.0,2.0,L,False,364,20,71.0,1000.0,500.0,17
291,CM61-BEAD-AR-174-5206,AR,59310.0,0.0,0.0,2.0,L,False,64,20,71.0,1000.0,500.0,17
292,CM61-BEAD-AR-174-5207,AR,308250.0,0.0,0.0,2.0,L,False,334,24,71.0,1000.0,500.0,17
293,CM61-BEAD-AR-174-5208,AR,98820.0,0.0,0.0,2.0,L,False,106,18,71.0,1000.0,500.0,17
294,CM61-BEAD-AR-174-5211,AR,764997.88,0.0,0.0,2.0,L,True,815,18,71.0,1000.0,500.0,17
295,CM61-BEAD-AR-174-5215,AR,124020.0,0.0,0.0,2.0,L,False,135,25,71.0,1000.0,500.0,17
296,CM61-BEAD-AR-174-5216,AR,208350.0,0.0,0.0,2.0,L,False,204,24,71.0,1000.0,500.0,17
297,CM61-BEAD-AR-174-5217,AR,26955.0,0.0,0.0,2.0,L,True,31,9,71.0,1000.0,500.0,17
298,CM61-BEAD-AR-174-5219,AR,121275.0,0.0,0.0,2.0,L,False,130,17,71.0,1000.0,500.0,17
299,CM61-BEAD-AR-174-5225,AR,31455.0,0.0,0.0,2.0,L,False,34,11,71.0,1000.0,500.0,17
300,CM61-BEAD-AR-174-5229,AR,314055.0,0.0,0.0,2.0,L,False,316,25,71.0,1000.0,500.0,17
301,CM61-BEAD-AR-174-5231,AR,35100.0,0.0,0.0,2.0,L,False,40,6,71.0,1000.0,500.0,17
302,CM61-BEAD-AR-174-5232,AR,133425.0,0.0,0.0,2.0,L,False,134,1,71.0,1000.0,500.0,17
303,CM61-BEAD-AR-174-5233,AR,148815.0,0.0,0.0,2.0,L,False,150,3,71.0,1000.0,500.0,17
304,CM61-BEAD-AR-174-5234,AR,117765.0,0.0,0.0,2.0,L,False,130,18,71.0,1000.0,500.0,17
305,CM61-BEAD-AR-174-5235,AR,112185.0,0.0,0.0,2.0,L,True,120,55,71.0,1000.0,500.0,17
306,CM61-BEAD-AR-174-5236,AR,36675.0,0.0,0.0,2.0,L,False,36,5,71.0,1000.0,500.0,17
307,CM61-BEAD-AR-174-5239,AR,46620.0,0.0,0.0,2.0,L,False,48,7,71.0,1000.0,500.0,17
308,CM61-BEAD-AR-174-5241,AR,40455.0,0.0,0.0,2.0,L,True,44,3,71.0,1000.0,500.0,17
309,CM61-BEAD-AR-174-5242,AR,29475.0,0.0,0.0,2.0,L,False,28,1,71.0,1000.0,500.0,17
310,CM61-BEAD-AR-174-5243,AR,229855.75,0.0,0.0,2.0,L,False,242,8,71.0,1000.0,500.0,17
311,CM61-BEAD-AR-174-5245,AR,10800.0,0.0,0.0,2.0,L,True,12,8,71.0,1000.0,500.0,17
312,CM61-BEAD-AR-174-5246,AR,229951.75,0.0,0.0,2.0,L,True,248,22,71.0,1000.0,500.0,17
313,CM61-BEAD-AR-174-5247,AR,10800.0,0.0,0.0,2.0,L,False,12,1,71.0,1000.0,500.0,17
314,CM61-BEAD-AR-174-5248,AR,87255.91,0.0,0.0,2.0,L,False,98,24,71.0,1000.0,500.0,17
315,CM61-BEAD-AR-174-5249,AR,37755.0,0.0,0.0,2.0,L,True,41,2,71.0,1000.0,500.0,17
316,CM61-BEAD-AR-174-5251,AR,48375.0,0.0,0.0,2.0,L,True,51,7,71.0,1000.0,500.0,17
317,CM61-BEAD-AR-174-5255,AR,116730.0,0.0,0.0,2.0,L,False,124,11,71.0,1000.0,500.0,17
318,CM61-BEAD-AR-174-5256,AR,235350.0,0.0,0.0,2.0,L,False,252,20,71.0,1000.0,500.0,17
319,CM61-BEAD-AR-174-5257,AR,15255.0,0.0,0.0,2.0,L,True,16,1,71.0,1000.0,500.0,17
320,CM61-BEAD-AR-174-5978,AR,3600.0,0.0,0.0,2.0,L,True,4,1,71.0,1000.0,500.0,17
321,CM61-BEAD-AR-142-5080,AR,340470.14,0.0,6.0,0.0,L,True,34,2,50.0,1000.0,1000.0,17
322,CM61-BEAD-AR-142-5089,AR,52165.56,0.0,1.0,0.0,L,True,18,0,50.0,1000.0,1000.0,17
323,CM61-BEAD-AR-142-5123,AR,44070.2,0.0,0.0,0.0,L,True,6,0,50.0,1000.0,1000.0,17
324,CM61-BEAD-AR-178-5687,AR,13500.0,0.0,0.0,0.0,L,False,24,0,61.0,100.0,20.0,17
325,CM61-BEAD-AR-178-5692,AR,9750.0,0.0,0.0,0.0,L,False,13,0,61.0,100.0,20.0,17
326,CM61-BEAD-AR-178-5709,AR,750.0,0.0,0.0,0.0,L,False,1,0,61.0,100.0,20.0,17
327,CM61-BEAD-AR-178-5710,AR,1500.0,0.0,0.0,0.0,L,False,2,0,61.0,100.0,20.0,17
328,CM61-BEAD-AR-178-5711,AR,2250.0,0.0,0.0,0.0,L,False,3,0,61.0,100.0,20.0,17
329,CM61-BEAD-AR-178-5713,AR,750.0,0.0,0.0,0.0,L,False,1,0,61.0,100.0,20.0,17
330,CM61-BEAD-AR-178-5714,AR,2250.0,0.0,0.0,0.0,L,False,3,0,61.0,100.0,20.0,17
331,CM61-BEAD-AR-178-5716,AR,750.0,0.0,0.0,0.0,L,False,1,0,61.0,100.0,20.0,17
332,CM61-BEAD-AR-178-5719,AR,1500.0,0.0,0.0,0.0,L,False,2,0,61.0,100.0,20.0,17
333,CM61-BEAD-AR-178-5721,AR,189712.81,0.0,0.0,0.0,L,False,241,0,61.0,100.0,20.0,17
334,CM61-BEAD-AR-178-5730,AR,48262.5,0.0,0.0,0.0,L,False,39,0,61.0,100.0,20.0,17
335,CM61-BEAD-AR-178-5743,AR,6750.0,0.0,0.0,0.0,L,False,9,0,61.0,100.0,20.0,17
336,CM61-BEAD-AR-178-5748,AR,5142.86,0.0,0.0,0.0,L,False,6,0,61.0,100.0,20.0,17
337,CM61-BEAD-AR-178-5751,AR,89250.0,0.0,0.0,0.0,L,False,75,0,61.0,100.0,20.0,17
338,CM61-BEAD-AR-178-5762,AR,750.0,0.0,0.0,0.0,L,False,1,0,61.0,100.0,20.0,17
339,CM61-BEAD-AR-178-5774,AR,35250.0,0.0,0.0,0.0,L,False,46,0,61.0,100.0,20.0,17
340,CM61-BEAD-AR-178-5775,AR,12150.0,0.0,0.0,0.0,L,False,18,0,61.0,100.0,20.0,17
341,CM61-BEAD-AR-178-5776,AR,1500.0,0.0,0.0,0.0,L,False,2,0,61.0,100.0,20.0,17
342,CM61-BEAD-AR-178-5777,AR,45750.0,0.0,0.0,0.0,L,False,5,0,61.0,100.0,20.0,17
343,CM61-BEAD-AR-178-5778,AR,9000.0,0.0,0.0,0.0,L,False,12,0,61.0,100.0,20.0,17
344,CM61-BEAD-AR-178-5782,AR,26909.09,0.0,0.0,0.0,L,False,32,0,61.0,100.0,20.0,17
345,CM61-BEAD-AR-178-5802,AR,115429.53,0.0,0.0,0.0,L,False,147,0,61.0,100.0,20.0,17
346,CM61-BEAD-AR-178-5805,AR,21750.0,0.0,0.0,0.0,L,False,20,0,61.0,100.0,20.0,17
347,CM61-BEAD-AR-178-5810,AR,1000.0,0.0,0.0,0.0,L,False,2,0,61.0,100.0,20.0,17
348,CM61-BEAD-AR-178-5811,AR,750.0,0.0,0.0,0.0,L,False,1,0,61.0,100.0,20.0,17
349,CM61-BEAD-AR-178-5812,AR,41972.73,0.0,0.0,0.0,L,False,54,0,61.0,100.0,20.0,17
350,CM61-BEAD-AR-178-5818,AR,8250.0,0.0,0.0,0.0,L,False,10,0,61.0,100.0,20.0,17
351,CM61-BEAD-AR-178-5819,AR,502966.64,0.0,0.0,0.0,L,False,653,0,61.0,100.0,20.0,17
352,CM61-BEAD-AR-178-5833,AR,160039.77,0.0,0.0,0.0,L,False,229,0,61.0,100.0,20.0,17
353,CM61-BEAD-AR-178-5851,AR,286057.89,0.0,0.0,0.0,L,False,366,0,61.0,100.0,20.0,17
354,CM61-BEAD-AR-178-5854,AR,6075.0,0.0,0.0,0.0,L,False,9,0,61.0,100.0,20.0,17
355,CM61-BEAD-AR-178-5855,AR,18000.0,0.0,0.0,0.0,L,False,24,0,61.0,100.0,20.0,17
356,CM61-BEAD-AR-178-5863,AR,29250.0,0.0,0.0,0.0,L,False,39,0,61.0,100.0,20.0,17
357,CM61-BEAD-AR-178-5867,AR,531836.8,0.0,0.0,0.0,L,False,730,0,61.0,100.0,20.0,17
358,CM61-BEAD-AR-178-5871,AR,6818.18,0.0,0.0,0.0,L,False,10,0,61.0,100.0,20.0,17
359,CM61-BEAD-AR-178-5879,AR,358049.05,0.0,0.0,0.0,L,False,459,0,61.0,100.0,20.0,17
360,CM61-BEAD-AR-178-5883,AR,4500.0,0.0,0.0,0.0,L,False,6,0,61.0,100.0,20.0,17
361,CM61-BEAD-AR-178-5884,AR,1687.5,0.0,0.0,0.0,L,False,3,0,61.0,100.0,20.0,17
362,CM61-BEAD-AR-178-5890,AR,3750.0,0.0,0.0,0.0,L,False,5,0,61.0,100.0,20.0,17
363,CM61-BEAD-AR-178-5892,AR,12000.0,0.0,0.0,0.0,L,False,15,0,61.0,100.0,20.0,17
364,CM61-BEAD-AR-178-5893,AR,10500.0,0.0,0.0,0.0,L,False,14,0,61.0,100.0,20.0,17
365,CM61-BEAD-AR-178-5894,AR,5250.0,0.0,0.0,0.0,L,False,7,0,61.0,100.0,20.0,17
366,CM61-BEAD-AR-178-5895,AR,17361.11,0.0,0.0,0.0,L,False,25,0,61.0,100.0,20.0,17
367,CM61-BEAD-AR-178-5911,AR,59212.03,0.0,0.0,0.0,L,False,77,0,61.0,100.0,20.0,17
368,CM61-BEAD-AR-178-5912,AR,178931.17,0.0,0.0,0.0,L,False,232,0,61.0,100.0,20.0,17
369,CM61-BEAD-AR-178-5915,AR,3857.14,0.0,0.0,0.0,L,False,6,0,61.0,100.0,20.0,17
370,CM61-BEAD-AR-178-5917,AR,324509.73,0.0,0.0,0.0,L,False,423,0,61.0,100.0,20.0,17
371,CM61-BEAD-AR-178-5924,AR,28500.0,0.0,0.0,0.0,L,False,38,0,61.0,100.0,20.0,17
372,CM61-BEAD-AR-178-5927,AR,7500.0,0.0,0.0,0.0,L,False,10,0,61.0,100.0,20.0,17
373,CM61-BEAD-AR-178-5928,AR,58500.0,0.0,0.0,0.0,L,False,78,0,61.0,100.0,20.0,17
374,CM61-BEAD-AR-178-5935,AR,750.0,0.0,0.0,0.0,L,False,1,0,61.0,100.0,20.0,17
375,CM61-BEAD-AR-178-5936,AR,102047.54,0.0,0.0,0.0,L,False,139,0,61.0,100.0,20.0,17
376,CM61-BEAD-AR-178-5938,AR,176575.58,0.0,0.0,0.0,L,False,242,0,61.0,100.0,20.0,17
377,CM61-BEAD-AR-178-5939,AR,750.0,0.0,0.0,0.0,L,False,1,0,61.0,100.0,20.0,17
378,CM61-BEAD-AR-178-5941,AR,26979.17,0.0,0.0,0.0,L,False,35,0,61.0,100.0,20.0,17
379,CM61-BEAD-AR-178-5946,AR,6000.0,0.0,0.0,0.0,L,False,4,0,61.0,100.0,20.0,17
380,CM61-BEAD-AR-178-5949,AR,8181.82,0.0,0.0,0.0,L,False,10,0,61.0,100.0,20.0,17
381,CM61-BEAD-AR-178-5956,AR,4083.33,0.0,0.0,0.0,L,False,7,0,61.0,100.0,20.0,17
382,CM61-BEAD-AR-178-5957,AR,8250.0,0.0,0.0,0.0,L,False,11,0,61.0,100.0,20.0,17
383,CM61-BEAD-AR-178-5958,AR,171456.52,0.0,0.0,0.0,L,False,239,0,61.0,100.0,20.0,17
384,CM61-BEAD-AR-178-5963,AR,697751.28,0.0,0.0,0.0,L,False,938,0,61.0,100.0,20.0,17
385,CM61-BEAD-AR-178-5965,AR,452652.78,0.0,0.0,0.0,L,False,598,0,61.0,100.0,20.0,17
386,CM61-BEAD-AR-178-5967,AR,51617.65,0.0,0.0,0.0,L,False,65,0,61.0,100.0,20.0,17
387,CM61-BEAD-AR-178-5968,AR,51739.13,0.0,0.0,0.0,L,False,68,0,61.0,100.0,20.0,17
388,CM61-BEAD-AR-178-5970,AR,3439778.55,0.0,0.0,0.0,L,False,4582,0,61.0,100.0,20.0,17
389,CM61-BEAD-AR-185-5051,AR,19410312.0,0.0,429.0,15.0,L,True,1691,17,50.0,1000.0,1000.0,17
390,CM61-BEAD-AR-133-5050,AR,231371.0,5.0,1.0,5.0,L,True,71,0,50.0,1000.0,1000.0,17
391,CM61-BEAD-AR-133-5057,AR,670500.0,10.0,2.0,10.0,L,True,139,0,50.0,1000.0,1000.0,17
392,CM61-BEAD-AR-133-5060,AR,16500.0,1.0,0.0,1.0,L,True,6,0,40.0,1000.0,50.0,17
393,CM61-BEAD-AR-133-5064,AR,1623878.38,36.0,4.0,15.0,L,True,389,7,50.0,1000.0,1000.0,17
394,CM61-BEAD-AR-133-5079,AR,619765.43,3.0,10.0,5.0,L,True,126,0,50.0,1000.0,1000.0,17
395,CM61-BEAD-AR-133-5088,AR,353775.95,10.0,1.0,7.0,L,True,78,1,50.0,1000.0,1000.0,17
396,CM61-BEAD-AR-133-5091,AR,76500.0,2.0,1.0,2.0,L,True,23,0,50.0,1000.0,1000.0,17
397,CM61-BEAD-AR-208-5140,AR,1095681.22,9.0,15.0,5.0,L,True,538,2,50.0,1000.0,1000.0,17
398,CM61-BEAD-AR-208-5141,AR,2775010.19,5.0,48.0,5.0,L,True,437,1,50.0,1000.0,1000.0,17
399,CM61-BEAD-AR-208-5143,AR,371990.52,12.0,141.0,5.0,L,True,81,1,50.0,1000.0,1000.0,17
400,CM61-BEAD-AR-208-5144,AR,120146.42,0.0,2.0,5.0,L,True,72,0,50.0,1000.0,1000.0,17
401,CM61-BEAD-AR-208-5145,AR,77847.0,2.0,1.0,0.0,L,True,73,1,50.0,1000.0,1000.0,17
402,CM61-BEAD-AR-208-5146,AR,143236.41,2.0,2.0,5.0,L,True,54,3,50.0,1000.0,1000.0,17
403,CM61-BEAD-AR-208-5147,AR,166868.42,2.0,6.0,5.0,L,True,60,1,50.0,1000.0,1000.0,17
404,CM61-BEAD-AR-208-5148,AR,128251.07,0.0,2.0,5.0,L,True,38,1,50.0,1000.0,1000.0,17
405,CM61-BEAD-AR-208-5150,AR,59624.0,0.0,1.0,5.0,L,True,27,0,50.0,1000.0,1000.0,17
406,CM61-BEAD-AR-208-5155,AR,70802.0,0.0,1.0,5.0,L,True,14,0,50.0,1000.0,1000.0,17
407,CM61-BEAD-MD-SHA6-Verizon,MD,15749265.0,401.0,96.0,0.0,L,True,1769,54,50.0,945.392877331827,887.3940079140755,4
408,CM61-BEAD-MD-SHA1-Comcast,MD,798578.0,9.0,3.0,5.0,L,True,100,36,40.0,2000.0,2000.0,4
409,CM61-BEAD-MD-SHA2-Comcast,MD,1415141.0,19.0,6.0,5.0,L,True,144,9,40.0,2000.0,2000.0,4
410,CM61-BEAD-MD-SHACluster-Comcast,MD,53546374.0,831.0,234.0,60.0,L,True,4891,932,40.0,2000.0,2000.0,4
411,CM61-BEAD-MD-SHA6-Comcast,MD,3671694.0,158.0,57.0,10.0,L,True,306,83,50.0,2000.0,2000.0,4
412,CM61-BEAD-MD-SHA2-Talkie,MD,1328541.0,0.0,40.0,0.0,L,True,140,6,50.0,10000.0,10000.0,4
413,CM61-BEAD-MD-SHA6-Talkie,MD,971920.0,0.0,4.0,0.0,L,True,81,0,50.0,10000.0,10000.0,4
414,CM61-BEAD-MD-SHA1-Kuiper,MD,2400.0,0.0,0.0,0.0,L,False,4,0,61.0,150.0,20.0,4
415,CM61-BEAD-MD-SHA3-Kuiper,MD,119400.0,0.0,0.0,0.0,L,False,147,0,61.0,150.0,20.0,4
416,CM61-BEAD-MD-SHA4-Kuiper,MD,42600.0,0.0,0.0,0.0,L,False,72,0,61.0,150.0,20.0,4
417,CM61-BEAD-MD-SHA5-Kuiper,MD,132600.0,0.0,0.0,0.0,L,False,221,0,61.0,150.0,20.0,4
418,CM61-BEAD-MD-SHA6-Kuiper,MD,760800.0,0.0,0.0,0.0,L,False,1283,0,61.0,150.0,20.0,4
419,CM61-BEAD-MD-SHA7-Kuiper,MD,267000.0,0.0,0.0,0.0,L,False,445,0,61.0,150.0,20.0,4
420,CM61-BEAD-MD-SHA3-Starlink,MD,19200.0,0.0,0.0,0.0,L,False,12,0,61.0,100.0,20.0,4
421,CM61-BEAD-MD-SHA4-Starlink,MD,36800.0,0.0,0.0,0.0,L,False,23,0,61.0,100.0,20.0,4
422,CM61-BEAD-MD-SHA5-Starlink,MD,60800.0,0.0,0.0,0.0,L,False,38,0,61.0,100.0,20.0,4
423,CM61-BEAD-MD-SHA6-Starlink,MD,123200.0,0.0,0.0,0.0,L,False,77,0,61.0,100.0,20.0,4
424,CM61-BEAD-MD-SHA7-Starlink,MD,19200.0,0.0,0.0,0.0,L,False,12,0,61.0,100.0,20.0,4
425,CM61-BEAD-004286,MO,15868529.95,0.0,404.6107962,5.0,L,True,1234,4,50.0,7014.262560777967,7009.0113452188125,35
426,CM61-BEAD-004207,MO,2914054.6,0.0,391.3438423,9.0,L,False,416,0,71.0,3497.5961538461506,3454.3269230769224,35
427,CM61-BEAD-004773,MO,2748000.0,0.0,0.0,0.0,L,False,1832,0,60.0,100.0,20.0,35
428,CM61-BEAD-003961,MO,4256073.668,324.6047207,16.20133058,33.0,L,True,3275,11,50.0,10000.0,10000.0,35
429,CM61-BEAD-004168,MO,2298000.0,73.25314054,46.38526285,37.0,L,True,1939,20,50.0,10000.0,10000.0,35
430,CM61-BEAD-004170,MO,3369079.93,227.52,11.97,45.0,L,True,1239,8,50.0,10000.0,10000.0,35
431,CM61-BEAD-004169,MO,6118681.218,176.4163157,9.288133063,30.0,L,True,1200,12,50.0,10000.0,10000.0,35
432,CM61-BEAD-004171,MO,3218966.568,76.08871097,6.478301356,8.0,L,True,1213,1,50.0,10000.0,10000.0,35
433,CM61-BEAD-004172,MO,1556626.697,46.17,2.43,46.0,L,True,140,1,50.0,10000.0,10000.0,35
434,CM61-BEAD-003953,MO,8758805.29,319.8377862,0.0,21.0,L,True,1018,1,50.0,1000.0,1000.0,35
435,CM61-BEAD-004456,MO,436824.07,0.0,0.0,1.0,L,False,189,2,71.0,400.0,30.0,35
436,CM61-BEAD-004820.Cal,MO,1325.0,0.0,0.0,0.0,L,False,1,0,71.0,400.0,30.0,35
437,CM61-BEAD-004820.Pul,MO,102000.0,0.0,0.0,0.0,L,False,32,4,71.0,400.0,30.0,35
438,CM61-BEAD-004820.Chr,MO,2625.0,0.0,0.0,0.0,L,False,6,3,71.0,400.0,30.0,35
439,CM61-BEAD-004654,MO,205551.2,0.0,0.0,1.0,L,False,81,1,71.0,400.0,30.0,35
440,CM61-BEAD-004454,MO,1243020.13,0.0,0.0,1.0,L,False,547,27,71.0,400.0,30.0,35
441,CM61-BEAD-004424,MO,2696854.9,0.0,28.16,3.0,L,True,218,0,50.0,2000.0,2000.0,35
442,CM61-BEAD-004655,MO,338738.4,0.0,0.0,1.0,L,False,142,9,71.0,400.0,30.0,35
443,CM61-BEAD-004820.Gre,MO,8475.0,0.0,0.0,0.0,L,False,23,11,71.0,400.0,30.0,35
444,CM61-BEAD-004452,MO,416459.86,0.0,0.0,1.0,L,False,183,0,71.0,400.0,30.0,35
